Id	SRR12237911	SRR12237910	SRR12237909	SRR12237908	SRR12237915	SRR12237914	SRR12237913	SRR12237912
ENSG00000013573.15	4403.84	4187.1	10884.7	10445.6	6431.73	6117.8	5857.05	6084.81
ENSG00000013583.7	1166	1121	1251	1337	356	396	804	749
ENSG00000013588.5	30.771	30.4213	210.699	268.878	182.38	157.912	306.596	338.507
ENSG00000013619.12	1171	1166	219	157	1823	1647	1017	957
ENSG00000013725.13	0	0	194	212	2	2	646	632
ENSG00000013810.17	14474	13934	13605	11968	13750	13162	17562	16260
ENSG00000014123.9	3600	3359	2363	2506	1378	1370	3097	2982
ENSG00000014138.7	3608.94	3666.01	5753.02	5090.93	3030.51	2963.48	3830.08	4183.5
ENSG00000014164.6	1091	1125	1776	1741	1334	1194	3068	2771
ENSG00000014216.14	12529	11400	4078	4468	7785	7245	8799	9248
ENSG00000014257.14	7193.43	7438.67	529.163	547.316	5.01695	5.02251	259.517	243.472
ENSG00000014641.16	12231	11400	14887	14110	12111	11787	11235	11143
ENSG00000014824.12	6650.65	6428.58	7507.73	7687.4	5324.69	5278.24	5980.07	6390.03
ENSG00000014914.18	488	407	931	1011	120	81	819	713
ENSG00000014919.11	2853	2613	3794	3600	1123	1006	1667	1583
ENSG00000015133.17	4033	3849	1440	1502	2086	1866	10069	10246
ENSG00000015153.13	237.499	239.217	162.319	192.548	244.997	297.722	136.326	143.866
ENSG00000015171.17	7688	7079	6302	5997	4573	4405	5276	5665
ENSG00000015285.9	184	159	54	51	207	187	31	28
ENSG00000015413.8	0	0	2	4	1	2	4	1
ENSG00000015475.17	1787	1666	558	595	2124	2078	569	603
ENSG00000015479.16	2911.55	2738.1	2922.94	2915.21	2059.59	2071.2	2795.43	2941.11
ENSG00000015520.13	24.6719	36.4428	29.0119	36.176	35.1254	24.0794	2729.35	2231.07
ENSG00000015532.8	2267	2207	977	996	4374.62	4330	887	898
ENSG00000015568.11	186.509	269.916	0.0836984	0.0586664	334.854	8.36061	798.122	399.142
ENSG00000015592.15	14	18	25	17	4	7	14	22
ENSG00000015676.16	6349.03	5878.81	7197.12	7090.53	7770.99	7835.75	6354.19	6660.53
ENSG00000016082.13	10	6	197	182	2938	2822	2	7
ENSG00000016391.9	2328.34	2287.16	3909.96	4306.45	1354.67	1272.65	6534.23	6036.77
ENSG00000016402.11	57	43	35	36	115	100	3	2
ENSG00000016490.14	0	0	1	0	1	6	11	3
ENSG00000016602.9	1	2	0	0	1	1	1	3
ENSG00000016864.15	2812.84	2643.58	2798.32	2717.52	1952.42	2034.74	3040.88	3318
ENSG00000017260.18	14267	13423	10080	9510	5599	5963	22526	26734
ENSG00000017427.14	6.71465	27.3482	177.361	77.6512	4.95673	8.77372	6.37655	5.26697
ENSG00000017483.13	36.0047	32.0044	22.0013	16.0034	18.0073	15.0139	26	23.0079
ENSG00000017797.10	10480	9584.99	5428	5351	9146	8866	6404	6372
ENSG00000018189.11	911.17	805.75	945.234	925.865	2040.68	2089.34	763.637	794.054
ENSG00000018236.13	2	0	19	23	895	857	6147	6771
ENSG00000018280.15	75.2491	64.6025	71.3977	109.555	81.8133	83.6695	67.1678	67.3231
ENSG00000018408.13	7.06762	7.13322	1336.92	1439.72	38.6579	41.4687	542.269	504.293
ENSG00000018510.11	1069	953	1680	1708	8369	8261	3511	3598
ENSG00000018607.6	0	1	2	1.02166	2	0	0	0
ENSG00000018610.12	2063.17	1903.45	1371.65	1326.27	1343	1344.59	2125.67	2170.15
ENSG00000018625.13	17.2754	15.4302	14.2629	20.0698	102.378	99.7487	16.4312	15.4386
ENSG00000018699.10	1107	896	1814	1793	646	667	820	937
ENSG00000018869.15	201	195	181	176	36	46	5	11
ENSG00000019102.10	35	33	18	15	36	47	204	260
ENSG00000019144.15	1857.33	1744.55	1075.92	1254.1	1624.19	1531	7950.98	8171.71
ENSG00000019169.10	0	1	0	0	0	0	1	0
ENSG00000019186.8	0	0	0	0	596	544	3	12
ENSG00000019485.11	66.5283	80.7927	52.2246	63.1352	668.046	688.572	1248.1	1222.2
ENSG00000019505.6	549.57	513.654	33.3777	42.7517	14845.5	15290.2	16099.6	18368.5
ENSG00000019549.7	29	15	1	0	3047	3146	11	17
ENSG00000019582.13	4	2	0	1	8	15	155	135
ENSG00000019991.14	0	0	552	611	4	2	0	0
ENSG00000019995.6	1699.02	1578.96	2025.95	1940.16	2456.08	2549.43	2070.29	2217.68
ENSG00000020129.14	5299.81	4742.84	3352.96	3242.8	2587.5	2478.3	2203.97	2196.7
ENSG00000020181.16	58.9627	52.5756	8.56431	14.7389	491.547	506.128	35.5458	25.5819
ENSG00000020219.9	1	1	3	2	2	2	1	0
ENSG00000020256.18	1593.55	1479.6	1375.08	1524.27	1493.36	1370.79	1456.97	1435.34
ENSG00000020426.9	1554	1411	1724.45	1549	1802.12	1777	2732.52	2856
ENSG00000020577.12	1745	1708	615.021	587.04	496	517	244	179.019
ENSG00000020633.17	8.06686	4.03268	5.32671	3.72178	942.1	827.203	1375.62	1485.25
ENSG00000020922.11	1831.31	1682.76	1504.18	1525.39	2150.02	2151.4	2702.85	2732.78
ENSG00000021300.12	8190	7666	703	979	25	32	3174	3112
ENSG00000021355.11	11.1298	18.0343	4865.2	5528.5	1324.58	1362.4	4199.5	4303.07
ENSG00000021461.15	16.4191	8.47644	9.48109	5.87219	8.98476	7.01252	3.71427	12.9953
ENSG00000021488.11	26.9406	27.8902	30.4803	23.8166	40.214	40.9083	72.044	72.9031
ENSG00000021574.10	1550.73	1353.42	1595.1	1677.61	1806.87	1859.69	1216.33	1230.15
ENSG00000021645.16	900.078	782.123	35.3924	27.4884	1439.03	1531.6	1005.07	1317.6
ENSG00000021762.18	1702	1552	1495	1468	1841	1542	204	215
ENSG00000021776.9	5176.08	4574.46	5602.29	5305.65	8030.53	7744.54	1981.95	1969.75
ENSG00000021826.13	131.006	154.138	413.434	388.22	8321.2	8482.29	27.0004	14.0005
ENSG00000021852.11	1	2	0	0	0	1	2	0
ENSG00000022267.15	175	161	8	12	9464.99	9180.99	21	26
ENSG00000022277.11	6592	6099	3821	3813	6517	6487	5933	6114
ENSG00000022355.13	0	1	151	158	26	25	25	30
ENSG00000022556.14	4208.89	4024.67	30.899	48	0	0	2	1
ENSG00000022567.8	884	836	859	830	351	329	5479	4959
ENSG00000022840.14	13327	12261	9706	9685	6695	6995	8579	7786
ENSG00000022976.14	1296.39	1197.08	1657.48	1714.88	871.155	897.729	1800.72	1654.03
ENSG00000023041.10	2404.78	2220.65	1746	1792	2883.68	3014.73	1299	1441
ENSG00000023171.13	53.0017	48	3	3	1144.16	1067.33	3	3
ENSG00000023191.15	4043.21	3911	5047.32	4628.64	2825.03	2567.53	3082.01	3371.56
ENSG00000023228.12	13421	12161.3	16308.3	15864.9	14691.4	14523.6	10585.8	11458.6
ENSG00000023287.11	3187	2675	5762	6147	4941	5114	8191	8753
ENSG00000023318.7	3673	3246	5066	4897	4290	4248	5753	5452
ENSG00000023330.13	5590	4919	3762	3945	1723	1563	4002	3787
ENSG00000023445.12	425.069	409.153	51	45.0114	21.0381	33	161.042	223.055
ENSG00000023516.8	4218.05	4309.42	3509.41	3494.47	3149.68	3017.09	3417.81	3787.77
ENSG00000023572.7	975	918	880	854	540	495	458	563
ENSG00000023608.4	876.307	859.146	835.499	749.916	1447.84	1536.47	1490.44	1439.77
ENSG00000023697.11	2379	2377	2080	2035	1949	1995	3627	3625
ENSG00000023734.9	17455	15927	15533	15459	10504	10237	7591	7899
ENSG00000023839.9	10	10	108	95	57	60	81	101
ENSG00000023892.10	1417	1282	1119	1154	52	42	108	99
ENSG00000023902.12	314	300	1306	1634	1298	1345	1938	1692
ENSG00000023909.8	2941.69	2857.26	1518.3	1258.68	1814.09	1596.12	2826.68	3013.11
ENSG00000024048.9	4188	3606	4216	4319	3401	3475	4872	4958
ENSG00000024422.10	17.626	13.4596	95.7647	90.5125	241.025	180.659	15.7618	21.9903
ENSG00000024526.15	6738.54	6344.12	8346.5	7617.8	2160.53	2185.07	7966.01	7735.21
ENSG00000024862.15	661.908	620.881	939.882	962.636	469.913	481.905	933.828	784.947
ENSG00000025039.13	1427.44	1306.95	2688.66	2299	4522	4591	2336	2576
ENSG00000025156.11	2275	2050	1526	1516	2573.98	2443	2764.66	3090.64
ENSG00000025293.14	5916.22	5245.09	3542.96	3449.51	3155.18	3154.85	3055.78	3560.81
ENSG00000025423.10	61	71	134	117	243	251	2012	2667
ENSG00000025434.17	905	856	772	856	270	246	879	967
ENSG00000025708.11	344.233	305.847	128.56	146.518	223.214	210.456	33.2575	34.0792
ENSG00000025770.17	2931	2687	3699	3462	5719	5562	5303	5961
ENSG00000025772.7	6341	6316	3953	3756	2754	2701	1575	1593
ENSG00000025796.12	7888.6	7205.52	5317.42	5107.11	8075.24	8090.16	10007.1	10506.7
ENSG00000025800.12	11307.5	9839.99	7880.15	7642.59	6315.47	6109.96	10261.4	10971.4
ENSG00000026025.12	3030.69	3074.26	500	606	28333.3	26989.7	706.5	625.589
ENSG00000026036.19	461.562	445.024	335.917	336.838	1403.21	1228	880.756	821.452
ENSG00000026103.18	892	750	234	186	141	99	368	348
ENSG00000026297.14	158.915	152.927	28.8829	38.6356	22.6841	27.9617	23.746	27.9421
ENSG00000026508.15	2	4	964.177	1065.5	758.193	672	56	74.9922
ENSG00000026559.12	106.243	108.383	73.8589	73.7669	2934.58	2651.9	19.1751	17.9432
ENSG00000026652.12	154	127	20	27	1437	1532	172	235
ENSG00000026751.15	14.6238	6.50866	3.05869	5.12022	11.058	3.55198	11.2487	22.5646
ENSG00000026950.15	1023.76	925.776	497.011	527.848	353.266	349.596	968.522	1015.24
ENSG00000027001.8	1863.82	1914.66	2237.81	2103	1041	1028	559	597
ENSG00000027075.12	687.522	621.047	12.3078	8	1132.88	1084.71	4989.19	6013.02
ENSG00000027644.4	3	0	3	6	2170.61	2411.8	96	46
ENSG00000027697.11	2330	1985	1195	1206	1416	1469	1444	1750
ENSG00000027847.12	1293	1272	700	733	441	456	1257	1248
ENSG00000027869.10	0	0	76	84	156	134	268	235
ENSG00000028116.15	2283.58	2064.2	2627.9	2540.26	2185.71	2224.07	1914.64	1973.06
ENSG00000028137.15	52.7046	43.1895	12.4725	17.5965	112.728	112.02	186.809	168.031
ENSG00000028203.16	5847	5331.99	5900	5752	3476	3629.99	8026	8570
ENSG00000028277.19	8	13	24	10	45	38	199	202
ENSG00000028310.16	3086.56	2871.76	2209.78	2329.32	2667.36	2637.76	3575.21	3445.07
ENSG00000028528.13	4688.77	4535.73	7957.27	7770.32	3736.72	3934.51	5457.38	5638.52
ENSG00000028839.8	962.196	833.645	1463.17	1398.85	1081.07	1108.8	982.808	998.572
ENSG00000029153.13	3905.9	3440.9	2016.86	2085.41	1743.24	1786.41	1291.31	1531.82
ENSG00000029363.14	16878.2	15306.5	13076.3	11885	13511.3	13392.2	13981.1	14851.3
ENSG00000029364.10	7745	6888	6325	6380	9348	9076	6007	6331
ENSG00000029534.18	11	6	9	19	9346.89	9322.85	1312	1500
ENSG00000029559.6	0	0	0	0	14	25	69	67
ENSG00000029639.9	483	464	529	534.942	304	339.692	734	677
ENSG00000029725.15	10156	9461	8217	7659	7717	7883	6588	7594
ENSG00000029993.13	8190.37	7317.31	7993.14	8429.09	5964.39	6156.77	48950.5	48814.1
ENSG00000030066.12	7757	6585	9304	8102	6212	5908	8793	8905
ENSG00000030110.11	1807.03	1713.37	2165.77	2168.97	774.988	715.448	1348.75	1497.11
ENSG00000030304.11	2	6	0	0	3	0	0	1
ENSG00000030419.15	459	468	110	107	224	206	887	867
ENSG00000030582.15	6933	6179	3971	4131	7597	7445	15516	13861
ENSG00000031003.9	6606.2	5664.64	2371.57	2244.41	3173.23	3029.13	4107	4655.68
ENSG00000031081.9	628.509	493.243	1208.96	1266.77	157.453	141.622	26.0651	28.166
ENSG00000031691.6	914	822	1238	1217	851	867	676	751
ENSG00000031698.11	14403	13582	8180	7319	11954	11794	9858	8727
ENSG00000031823.13	3585	3501	3111	2950	2374	2259	6918	7158
ENSG00000032219.17	1386	1167	1556	1562	2379	2380	2427	2636
ENSG00000032389.11	1646	1603	1370	1464	995	923	1178	1193
ENSG00000032444.14	4681.01	4054.66	3161.77	3412.84	1505.69	1365.2	3795.38	3669.64
ENSG00000032742.16	1162	929	1508	1411	1095	1174	799	774
ENSG00000033011.10	2418.64	2121.98	1552.3	1505.14	575.83	555.454	1015.08	1017.35
ENSG00000033030.12	3054.94	2746.95	2811.88	2477.36	3489.84	3587.8	3049.49	2890.87
ENSG00000033050.6	7750.57	7347.61	10467.4	10046.1	4832.49	4818.26	2286.88	2431.02
ENSG00000033100.13	3919	3675.79	1759.85	1775	2941.7	2861.56	1837.81	2058.16
ENSG00000033122.17	18	19	27	26	336	344	132	128
ENSG00000033170.15	2351.64	2115.68	846.918	863.825	2822.78	2885.61	2265.86	2398.44
ENSG00000033178.11	5719.96	5217.93	5551.96	5653.97	4927.93	4964.81	5414	5532.87
ENSG00000033327.11	757	630	801	776	4435	4324	4755	4457
ENSG00000033627.13	1397	1321	1902	2012	3458	3012	3085	3011
ENSG00000033800.12	2801.09	2519.64	2686.56	2564.21	2697.03	2454.07	2522.22	2637.14
ENSG00000033867.15	2734	2631	942	1007	1262	1209	1242	1344
ENSG00000034053.13	2593	2394	1999	2213	1955	1940	1090	989
ENSG00000034152.17	7100	6539	3166	3379	8650	8698	1737	1671
ENSG00000034239.9	3	3	0	0	342	329	3	2
ENSG00000034510.5	9210	8656	95917.2	105990	15921.7	16044	54890.7	52926.2
ENSG00000034533.10	1101	963	1088	1175	671	595	955	998
ENSG00000034677.10	3812.65	3363.67	1439	1574	3051.65	3234	5124	5678
ENSG00000034693.13	2018.96	1830.94	1717.93	1726.88	657.73	634.639	1125.8	1154.9
ENSG00000034713.6	2355.74	2125.12	3230.47	3471.61	971.687	1010.53	1970.27	2048.35
ENSG00000034971.13	0	0	0	0	0	0	0	0
ENSG00000035115.20	432.922	438.814	453.601	501.246	718.169	738.485	929.87	935.323
ENSG00000035141.6	7244.95	6955.85	7551.89	7294.77	4654.94	4773.89	3577.95	3805.85
ENSG00000035403.15	19838	17616	7592	7939	8717	8711	22354	22755
ENSG00000035499.11	2639	2433	3350	2965	1978	2010	8968	8516
ENSG00000035664.10	300.707	279.662	252.539	217.275	172.706	129.25	389.766	380.431
ENSG00000035681.6	2438	2111	3249	3000	2519	2399	2944	3310
ENSG00000035687.9	5506.98	5005	3084.98	2955.98	2465.96	2541.99	2333	2405
ENSG00000035720.6	1	0	0	1	2	0	81	42
ENSG00000035862.11	6432.34	5957.04	82.311	97.1744	10340.8	11255.9	2071.15	1846.08
ENSG00000035928.13	12403	11157	8711	7960	6087	6194	9290	9791
ENSG00000036054.11	1872	1612	842	792	1114	1186	1384	1468
ENSG00000036257.11	5268	4896	7192	7116	6623.57	6371	6522	6828
ENSG00000036448.8	88	79	59	57	433	448	33	21
ENSG00000036473.6	0	0	0	2	12	15	2	2
ENSG00000036530.7	97.2694	93.0056	77.7988	101.558	335.675	300.858	40.713	57.7877
ENSG00000036549.11	4131.39	3847.03	3456.51	3412.75	2311.96	2230.54	3472.35	3613.87
ENSG00000036565.13	0	0	0	0	0	2	12	5
ENSG00000036672.14	619	538	505.795	503	1156.64	1202.2	746	705
ENSG00000036828.12	0	0	0	0	0	0	0	0
ENSG00000037042.8	1553.91	1404.71	810.609	831.066	1271.25	1166.63	697.148	732.646
ENSG00000037241.6	2503.02	2259.24	1692.2	1616.04	1045.3	1026.23	1377.14	1508.29
ENSG00000037280.14	572	544	684	761	4	8	11	14
ENSG00000037474.13	11004	10138	6540	6228	6001	6137	3491	3545
ENSG00000037637.9	1961	1815	2454	2601	2919	2773	4194	4301
ENSG00000037749.10	3085	2866	2207	2162	1601	1696	1607	1828
ENSG00000037757.12	1018.75	954.35	1851.31	2034.57	1403.57	1513.71	1172.32	1337.91
ENSG00000037897.15	1475.94	1535	2427.81	2546.83	651.679	556.322	995	1049
ENSG00000037965.5	29	17	162	172	17	13	0	0
ENSG00000038002.7	2211	2215	432	440	221	236	773	722
ENSG00000038210.12	1343.84	1164.41	1120.94	1032.95	1008.63	927.151	1847.31	2195.42
ENSG00000038219.11	3876	3679	2347	2404	7423	7585	4556	4751
ENSG00000038274.15	3737.95	3332.23	3869.23	4186.12	2066.67	2103.57	1952.73	1831.09
ENSG00000038295.6	21014	17618	313	447	16	10	2	4
ENSG00000038358.13	5402.82	5022.44	6697.11	6244.63	2955.92	3026.22	4853.08	4893.87
ENSG00000038382.16	4513	4462	2199	2301	9873	9978	10406	10481
ENSG00000038427.14	5.00455	3	287	222	2222	2140.74	21919	19077
ENSG00000038532.13	2096	2092	2029	1831	2006	1833	2633	2571
ENSG00000038945.13	0	0	31	36	27	26	0	0
ENSG00000039068.17	46568.2	43050.1	18384.5	19385.4	36.2632	38.1856	8110.68	7880.13
ENSG00000039123.14	7543.02	6557.67	7035	6732.12	5149.7	5093.03	5870.84	6117.58
ENSG00000039139.9	249	214	5	3	317	330	1082	952
ENSG00000039319.15	5397	4874	3299	3291	3766	3764	3047	3303
ENSG00000039523.16	4255.92	4151	2422.95	2463.97	1321	1217.48	1237	1297
ENSG00000039537.12	0	0	0	0	0	0	0	0
ENSG00000039560.12	4651	4203.99	3353	3531	3950	3993	2297	2438.99
ENSG00000039600.9	1	1	2	3	19	17	1	0
ENSG00000039650.8	1340	1406	2086	1916	1457	1480	1995	1888
ENSG00000039987.5	3	3	10	9	13	8	4	3
ENSG00000040199.17	2486.75	2347.58	1956.17	1980.1	1123.76	1138.49	1405.53	1721.12
ENSG00000040275.15	4877	4531	3715	3387	3786	3978	3871	3739
ENSG00000040341.16	2590.38	2295.22	2964.52	3084.03	1891.08	1912.31	7545.45	8039.69
ENSG00000040487.11	477.535	430.72	611.825	608.234	1251.96	1183.89	1516.84	1588.98
ENSG00000040531.13	1715.41	1533.25	1132.46	1192.47	1429.3	1453.12	664.457	675.601
ENSG00000040608.12	477	434	153	144	690	546	555	535
ENSG00000040633.11	4417	3847	2929	3101	2757	2803	3271	3638
ENSG00000040731.9	6	2	511	629	1	0	0	1
ENSG00000040933.14	1913	1826	1453	1631	3073	2998	4133	3699
ENSG00000041353.8	1710	1550	1418.62	1490.6	294	299	92	98
ENSG00000041357.14	17736.4	15811.6	12701.8	11904.6	6269.06	6150.96	9532.05	9838.42
ENSG00000041515.14	0	1.27771	1.00013	3.00036	595.406	421.293	83.0238	99.0364
ENSG00000041802.9	6471.14	6171.99	5988.79	5935.38	2839.11	2775.84	6340.35	6580.13
ENSG00000041880.13	2152	2015	515	521	308	334	904	796
ENSG00000041982.13	221	177	8724	9322	31144	31583	2645	3205
ENSG00000041988.14	982.018	982.755	558.498	562.224	458.533	390.635	675.741	686.978
ENSG00000042062.10	12	10	1	3	2	7	352	221
ENSG00000042088.12	2875.98	2520	2721	2592.69	3007.04	3025.7	4051	4288.8
ENSG00000042286.13	171.8	160.066	45.5252	41.8183	51.9108	37.2487	5975.3	6526.13
ENSG00000042304.9	11.3559	9.01209	18.2164	17.1545	17.392	16.927	14.1071	4.76377
ENSG00000042317.15	590	523	220	230	298	272	751	870
ENSG00000042429.9	3639.53	3102.28	2388.2	2263.24	2225.55	2118.09	2371.31	2280.75
ENSG00000042445.12	4769.35	3060.33	1580.28	1093.7	1020.64	821.91	1729.77	2916.32
ENSG00000042493.14	27	16	148	129	23	13	53	44
ENSG00000042753.10	5224	5152	6396	6182	4361	4496	3018	3214
ENSG00000042781.11	10	15	4	11	33	33	7	7
ENSG00000042813.6	0	0	1	1	0	0	0	0
ENSG00000042832.10	39	51	3	2	145	138	1	0
ENSG00000042980.11	17	20.1025	7.00382	11.0059	30	26.1465	15.0042	20.011
ENSG00000043039.6	418.771	384.227	5.71236	10.0327	95.3379	89.1992	504.825	453.335
ENSG00000043093.12	4345.87	3716.89	3230.93	3326	1439	1372.96	2101.27	2373.7
ENSG00000043143.19	3098	2929	2888	2718	753	723	3826	4246
ENSG00000043355.9	2384	2250	1180	1277	1297	1307	1726	1749
ENSG00000043462.10	1	0	1	4	0	0	0	0
ENSG00000043514.14	2350	2269	1874	1906	1720	1740	4368	4085
ENSG00000043591.5	91.3407	88.9592	21.0347	26.2908	361.299	312.275	69.0283	55
ENSG00000044012.3	0	0	0	0	0	0	0	0
ENSG00000044090.7	2216.76	2056.8	3398.06	3612.07	1849.61	1881.35	1715.76	1588.44
ENSG00000044115.19	26308	24253	24603	25071	12462	12260	33152	32193
ENSG00000044446.10	4676.31	4100.71	1621.75	1495.56	2564.5	2679.16	4150.61	3990.32
ENSG00000044459.13	767	722	1253	1146	2372	2316	683	709
ENSG00000044524.9	3	6	9143	9346	1670	1733	2	2
ENSG00000044574.7	67195.9	60543.7	73344	63313.4	94562.9	100264	41013.8	36513.8
ENSG00000046604.11	17389.6	16217.8	10807.1	11448.5	131.662	105.359	14601.1	14835.9
ENSG00000046647.12	1456.45	1320.69	937	971	450.663	450.214	849.62	821.202
ENSG00000046651.13	1641.93	1417.95	1917.98	1811	2553	2700	3035	2777
ENSG00000046653.13	562	520	504	533.738	3193.95	3440.72	139.753	139
ENSG00000046774.9	2	1	1953	1910	378	299	13	16
ENSG00000046889.17	248.345	221.413	42.38	36.1593	1534.54	1833.54	12.0331	16.2483
ENSG00000047056.13	2043.95	1855	1406	1344	1846.32	1916	1466	1426
ENSG00000047188.14	3085.72	2855.95	1856.15	1998.73	1510.56	1548.57	389.178	390.346
ENSG00000047230.13	3692.72	3608	1770	1777	1430	1610	2331	2154
ENSG00000047249.15	4030	3560	3991	3888	3544	3471	5702	5415
ENSG00000047315.13	24250	21369.6	12760.3	11711.9	14102.3	13876.3	12737.2	13704
ENSG00000047346.11	1787.6	1499.73	866.75	877.602	873.904	897.829	817.233	777.767
ENSG00000047365.10	1302	1227	846	859	1262	1178	508	638
ENSG00000047410.12	18836	18021	25418	22883	22729.9	23408.9	16771	17696
ENSG00000047457.12	46.7322	45.4555	61.6152	94.1438	0	0	0	39.2818
ENSG00000047578.11	2000.48	1699.36	2004.14	1797.91	1075.59	1087.34	1880.73	2067.19
ENSG00000047579.18	1171	1125	780	795	554	533	1506	1619
ENSG00000047597.5	3	3	580	464	3	1	867	960
ENSG00000047617.13	36	26	0	2	89	90	5	5
ENSG00000047621.10	2358	2023	2588	2414	1876	1793	1053	1090
ENSG00000047634.13	2876	2513	2145	2215.46	2231	2006.26	1207	1517
ENSG00000047644.16	3420.29	3418.42	1286.78	1248.79	1511.96	1483.4	4511.32	4939.36
ENSG00000047648.20	1	3	2466	2876	32	42	158	106
ENSG00000047662.4	25.4986	25.9336	50.074	56.368	595.854	549.457	127.979	99.6142
ENSG00000047849.20	14357	13116	22430	21218	12761	12520	7800	7910
ENSG00000047932.12	2359	2102	3632	3743	38	43	3318	3657
ENSG00000047936.9	0	0	0	0	0	0	23	7
ENSG00000048028.10	3475.21	3242.72	2142.81	2109.71	1499.48	1537.51	5188.96	4810.21
ENSG00000048052.20	11.8469	12.6219	88.3968	69.4821	3486.84	3567.27	458.954	473.138
ENSG00000048140.16	3694	3290	2498	2776	8022	7887	3704	3703
ENSG00000048162.18	4444.2	4147.76	4874.77	4823.05	1782.5	1741.51	1082.91	1139.13
ENSG00000048342.14	860	853	340	300	204	202	323	367
ENSG00000048392.10	4620	3756	4293	4220	3260	3488	4168	4486
ENSG00000048405.8	1846	1627	2084	2016	2179	2011	736	798
ENSG00000048462.9	0	3	0	0	0	1	0	2
ENSG00000048471.12	1110.93	891.84	818.482	730.978	902.245	822.797	1444.69	1472.14
ENSG00000048540.13	1	0	38	51	38	27	4009	3694
ENSG00000048544.5	2809.3	2566.83	3896.3	3783.73	3214.97	3192.68	3470.08	3520.68
ENSG00000048545.12	0	0	0	1	5	2	1.29091	1
ENSG00000048649.12	5186	4941	2095	2168	5146	5043	4504	4687
ENSG00000048707.12	6146.37	6411.75	3370.13	3448.38	4047.37	4034.17	4107	4131.43
ENSG00000048740.16	3524	3082	3	0	4369	4059	1	1
ENSG00000048828.15	18274.3	17022.9	17179.8	17275.9	11497.5	11064.2	14908.5	14636
ENSG00000048991.15	6104	5620	2768	2676	2052	2018	3147	3166
ENSG00000049089.12	198	219	318	371	8073	8121	407	316
ENSG00000049130.12	239	203	616	551	2160	2033	2305	2576
ENSG00000049167.12	668.222	585.64	635.029	633.065	578.043	595.207	1017.68	1051.35
ENSG00000049192.13	12	8	23	22	126	103	182	116
ENSG00000049239.11	6729.19	6429.12	2135.42	2526.69	1041.67	958.782	2407.3	2518.83
ENSG00000049245.11	9393	8105	2719	2601	2481	2550	2738	2831
ENSG00000049246.13	3865.33	3457.36	218.612	180.155	6361.1	5940.71	6736.94	11439
ENSG00000049247.12	20.4684	24.0204	0	0	1.87818	0	0	0
ENSG00000049249.7	95.0507	88.1599	72.3013	81.7102	102.278	106.699	122.909	124.779
ENSG00000049283.16	6148.63	5286.47	2795.14	2168.66	8	3	359.06	269.941
ENSG00000049323.14	2988	2714	1765	1843	2019	2300	3	3
ENSG00000049449.7	7491.1	6874.84	3097.6	3423.38	5639.76	5855.96	799.338	713.812
ENSG00000049540.15	53	55.4441	8	11	22733.1	23378	12	14
ENSG00000049541.9	4918.02	4764.96	10637.1	9800.64	5807.59	5981.66	6008.83	6867.61
ENSG00000049618.20	4859.19	4438.39	3483.36	3577.07	3882.24	3656.78	5201.17	5471.59
ENSG00000049656.12	7826	7394	4857	4782	7821	7911	7988	8224
ENSG00000049759.15	2926.87	2698.69	5968.08	6877.49	3347.27	3420.38	5321.46	5028.34
ENSG00000049768.13	139.097	108	14	15	60	56	93	106.142
ENSG00000049769.11	394	356	172	146	303	303	772	926
ENSG00000049860.12	9762.4	8924.3	6127.53	5854.43	4981.12	4937.86	2928.34	3373.72
ENSG00000049883.13	2994.24	2742.79	1799.62	1943.77	1181.54	1180.48	608.81	664.35
ENSG00000050030.12	1781	1598.06	25	35	2873.22	2561	1327.07	1393
ENSG00000050130.16	2846	2706	2572	2510	3434.87	3515.91	3356.98	3436.99
ENSG00000050165.16	0	1	3	2	12	16	106	103
